DEBUG:root:Training from scratch...
INFO:root:The model will run on cuda
INFO:root:step 0: train loss 4.2570, val loss 4.2614, iteration time 0.0000
INFO:root:step 18500: train loss 1.9028, val loss 2.0341, iteration time 0.0335
INFO:root:step 19000: train loss 1.9349, val loss 2.0261, iteration time 0.0336
INFO:root:step 19500: train loss 1.9401, val loss 2.0332, iteration time 0.0334
INFO:root:step 20000: train loss 1.8899, val loss 2.0339, iteration time 0.0329
INFO:root:step 20500: train loss 1.8989, val loss 2.0110, iteration time 0.0333
INFO:root:step 21000: train loss 1.8762, val loss 2.0260, iteration time 0.0332
INFO:root:step 21500: train loss 1.8969, val loss 2.0460, iteration time 0.0292
INFO:root:step 22000: train loss 1.8724, val loss 1.9991, iteration time 0.0295
INFO:root:step 22500: train loss 1.8771, val loss 2.0032, iteration time 0.0294
INFO:root:step 23000: train loss 1.8808, val loss 2.0225, iteration time 0.0298
INFO:root:step 23500: train loss 1.9156, val loss 2.0103, iteration time 0.0293
INFO:root:step 24000: train loss 1.8643, val loss 2.0251, iteration time 0.0293
INFO:root:step 24500: train loss 1.8697, val loss 1.9923, iteration time 0.0304
INFO:root:step 25000: train loss 1.8823, val loss 2.0464, iteration time 0.0295
INFO:root:step 25500: train loss 1.8490, val loss 2.0240, iteration time 0.0296
INFO:root:step 26000: train loss 1.8951, val loss 1.9788, iteration time 0.0328
INFO:root:step 26500: train loss 1.8943, val loss 1.9361, iteration time 0.0337
INFO:root:step 27000: train loss 1.8544, val loss 2.0139, iteration time 0.0330
INFO:root:step 27500: train loss 1.8490, val loss 2.0145, iteration time 0.0333
INFO:root:step 28000: train loss 1.8798, val loss 1.9800, iteration time 0.0325
INFO:root:step 28500: train loss 1.8512, val loss 2.0247, iteration time 0.0328
INFO:root:step 29000: train loss 1.8650, val loss 1.9915, iteration time 0.0325
INFO:root:step 29500: train loss 1.8680, val loss 2.0029, iteration time 0.0327
INFO:root:step 30000: train loss 1.8495, val loss 1.9902, iteration time 0.0339
INFO:root:step 30500: train loss 1.8779, val loss 1.9939, iteration time 0.0337
INFO:root:step 31000: train loss 1.8354, val loss 1.9478, iteration time 0.0300
INFO:root:step 31500: train loss 1.8612, val loss 1.9926, iteration time 0.0304
INFO:root:step 32000: train loss 1.8634, val loss 2.0130, iteration time 0.0303
INFO:root:step 32500: train loss 1.8470, val loss 1.9626, iteration time 0.0293
INFO:root:step 33000: train loss 1.8651, val loss 1.9735, iteration time 0.0333
INFO:root:step 33500: train loss 1.8612, val loss 1.9796, iteration time 0.0293
INFO:root:step 34000: train loss 1.8410, val loss 1.9681, iteration time 0.0294
INFO:root:step 34500: train loss 1.8210, val loss 1.9701, iteration time 0.0297
INFO:root:step 35000: train loss 1.8288, val loss 1.9507, iteration time 0.0294
INFO:root:step 35500: train loss 1.8191, val loss 1.9864, iteration time 0.0297
INFO:root:step 36000: train loss 1.8582, val loss 1.9800, iteration time 0.0298
INFO:root:step 36500: train loss 1.8100, val loss 1.9321, iteration time 0.0293
INFO:root:step 37000: train loss 1.8355, val loss 1.9622, iteration time 0.0294
INFO:root:step 37500: train loss 1.8150, val loss 1.9318, iteration time 0.0295
INFO:root:step 38000: train loss 1.8306, val loss 1.9806, iteration time 0.0292
INFO:root:step 38500: train loss 1.8364, val loss 1.9399, iteration time 0.0293
INFO:root:step 39000: train loss 1.8607, val loss 1.9277, iteration time 0.0303
INFO:root:step 39500: train loss 1.8517, val loss 1.9915, iteration time 0.0295
INFO:root:step 40000: train loss 1.7973, val loss 1.9466, iteration time 0.0295
INFO:root:step 40500: train loss 1.8082, val loss 1.9496, iteration time 0.0294
INFO:root:step 41000: train loss 1.8260, val loss 1.9487, iteration time 0.0295
INFO:root:step 41500: train loss 1.8095, val loss 1.9308, iteration time 0.0302
INFO:root:step 42000: train loss 1.8240, val loss 1.9879, iteration time 0.0296
INFO:root:step 42500: train loss 1.8020, val loss 1.9368, iteration time 0.0294
INFO:root:step 43000: train loss 1.8094, val loss 1.9445, iteration time 0.0294
INFO:root:step 43500: train loss 1.8303, val loss 1.9474, iteration time 0.0300
INFO:root:step 44000: train loss 1.7884, val loss 1.9651, iteration time 0.0304
INFO:root:step 44500: train loss 1.8004, val loss 1.9402, iteration time 0.0295
INFO:root:step 45000: train loss 1.7678, val loss 1.9147, iteration time 0.0295
INFO:root:step 45500: train loss 1.8040, val loss 1.9743, iteration time 0.0299
INFO:root:step 46000: train loss 1.7993, val loss 1.9973, iteration time 0.0296
INFO:root:step 46500: train loss 1.8042, val loss 1.9735, iteration time 0.0297
INFO:root:step 47000: train loss 1.8073, val loss 1.9830, iteration time 0.0295
INFO:root:step 47500: train loss 1.8006, val loss 1.9568, iteration time 0.0295
INFO:root:step 48000: train loss 1.7969, val loss 1.9133, iteration time 0.0304
INFO:root:step 48500: train loss 1.8076, val loss 1.9642, iteration time 0.0308
INFO:root:step 49000: train loss 1.8170, val loss 1.9642, iteration time 0.0314
INFO:root:step 49500: train loss 1.7669, val loss 1.9175, iteration time 0.0300
INFO:root:step 50000: train loss 1.7586, val loss 1.9324, iteration time 0.0310
INFO:root:step 50500: train loss 1.7935, val loss 1.9363, iteration time 0.0294
INFO:root:step 51000: train loss 1.8210, val loss 1.9452, iteration time 0.0296
INFO:root:step 51500: train loss 1.7801, val loss 1.9648, iteration time 0.0294
INFO:root:step 52000: train loss 1.7965, val loss 1.9303, iteration time 0.0295
INFO:root:step 52500: train loss 1.8186, val loss 1.9346, iteration time 0.0295
INFO:root:step 53000: train loss 1.7621, val loss 1.9226, iteration time 0.0300
INFO:root:step 53500: train loss 1.8039, val loss 1.9394, iteration time 0.0305
INFO:root:step 54000: train loss 1.7796, val loss 1.9085, iteration time 0.0295
INFO:root:step 54500: train loss 1.7818, val loss 1.9331, iteration time 0.0296
INFO:root:step 55000: train loss 1.7811, val loss 1.9364, iteration time 0.0305
INFO:root:step 55500: train loss 1.7962, val loss 1.9146, iteration time 0.0296
INFO:root:step 56000: train loss 1.7676, val loss 1.9039, iteration time 0.0295
INFO:root:step 56500: train loss 1.7514, val loss 1.9060, iteration time 0.0303
INFO:root:step 57000: train loss 1.7832, val loss 1.9570, iteration time 0.0298
INFO:root:step 57500: train loss 1.7729, val loss 1.9341, iteration time 0.0335
INFO:root:step 58000: train loss 1.7458, val loss 1.9337, iteration time 0.0309
INFO:root:step 58500: train loss 1.7828, val loss 1.8939, iteration time 0.0294
INFO:root:step 59000: train loss 1.7985, val loss 1.9266, iteration time 0.0306
INFO:root:step 59500: train loss 1.7896, val loss 1.9299, iteration time 0.0295
INFO:root:step 60000: train loss 1.7472, val loss 1.8904, iteration time 0.0301
INFO:root:step 60500: train loss 1.7551, val loss 1.9585, iteration time 0.0309
INFO:root:step 61000: train loss 1.7237, val loss 1.9146, iteration time 0.0298
INFO:root:step 61500: train loss 1.7540, val loss 1.9329, iteration time 0.0301
INFO:root:step 62000: train loss 1.7753, val loss 1.9042, iteration time 0.0297
INFO:root:step 62500: train loss 1.8091, val loss 1.9189, iteration time 0.0309
INFO:root:step 63000: train loss 1.7549, val loss 1.9186, iteration time 0.0297
INFO:root:step 63500: train loss 1.7576, val loss 1.9190, iteration time 0.0303
INFO:root:step 64000: train loss 1.7499, val loss 1.8955, iteration time 0.0296
INFO:root:step 64500: train loss 1.7466, val loss 1.8956, iteration time 0.0300
INFO:root:step 65000: train loss 1.7924, val loss 1.9324, iteration time 0.0294
INFO:root:step 65500: train loss 1.7560, val loss 1.9219, iteration time 0.0295
INFO:root:step 66000: train loss 1.7548, val loss 1.9080, iteration time 0.0298
INFO:root:step 66500: train loss 1.7217, val loss 1.9086, iteration time 0.0298
INFO:root:step 67000: train loss 1.7491, val loss 1.9610, iteration time 0.0304
INFO:root:step 67500: train loss 1.7504, val loss 1.9057, iteration time 0.0297
INFO:root:step 68000: train loss 1.8021, val loss 1.9182, iteration time 0.0295
INFO:root:step 68500: train loss 1.7855, val loss 1.9269, iteration time 0.0297
INFO:root:step 69000: train loss 1.7445, val loss 1.8978, iteration time 0.0296
INFO:root:step 69500: train loss 1.7690, val loss 1.8779, iteration time 0.0295
INFO:root:step 70000: train loss 1.7479, val loss 1.8686, iteration time 0.0296
INFO:root:step 70500: train loss 1.7680, val loss 1.9153, iteration time 0.0298
INFO:root:step 71000: train loss 1.7491, val loss 1.9241, iteration time 0.0301
INFO:root:step 71500: train loss 1.7302, val loss 1.8629, iteration time 0.0296
INFO:root:step 72000: train loss 1.7322, val loss 1.8799, iteration time 0.0298
INFO:root:step 72500: train loss 1.7541, val loss 1.8817, iteration time 0.0300
INFO:root:step 73000: train loss 1.7549, val loss 1.9140, iteration time 0.0297
INFO:root:step 73500: train loss 1.7480, val loss 1.8892, iteration time 0.0298
INFO:root:step 74000: train loss 1.7291, val loss 1.8975, iteration time 0.0304
INFO:root:step 74500: train loss 1.7556, val loss 1.9164, iteration time 0.0301
INFO:root:step 75000: train loss 1.7356, val loss 1.8754, iteration time 0.0298
INFO:root:step 75500: train loss 1.7245, val loss 1.8581, iteration time 0.0293
INFO:root:step 76000: train loss 1.7504, val loss 1.8781, iteration time 0.0293
INFO:root:step 76500: train loss 1.6973, val loss 1.9020, iteration time 0.0294
INFO:root:step 77000: train loss 1.7504, val loss 1.8897, iteration time 0.0294
INFO:root:step 77500: train loss 1.7211, val loss 1.8974, iteration time 0.0293
INFO:root:step 78000: train loss 1.7351, val loss 1.9174, iteration time 0.0309
INFO:root:step 78500: train loss 1.7148, val loss 1.8909, iteration time 0.0295
INFO:root:step 79000: train loss 1.7545, val loss 1.9191, iteration time 0.0294
INFO:root:step 79500: train loss 1.7510, val loss 1.8733, iteration time 0.0294
INFO:root:step 80000: train loss 1.7028, val loss 1.8665, iteration time 0.0297
INFO:root:step 80500: train loss 1.7518, val loss 1.8916, iteration time 0.0305
INFO:root:step 81000: train loss 1.7386, val loss 1.9009, iteration time 0.0295
INFO:root:step 81500: train loss 1.7633, val loss 1.8759, iteration time 0.0294
INFO:root:step 82000: train loss 1.7500, val loss 1.9214, iteration time 0.0293
INFO:root:step 82500: train loss 1.7342, val loss 1.8779, iteration time 0.0299
INFO:root:step 83000: train loss 1.7434, val loss 1.8651, iteration time 0.0298
INFO:root:step 83500: train loss 1.7239, val loss 1.8888, iteration time 0.0293
INFO:root:step 84000: train loss 1.7224, val loss 1.8868, iteration time 0.0295
INFO:root:step 84500: train loss 1.7633, val loss 1.8962, iteration time 0.0293
INFO:root:step 85000: train loss 1.7437, val loss 1.9253, iteration time 0.0298
INFO:root:step 85500: train loss 1.7056, val loss 1.8953, iteration time 0.0295
INFO:root:step 86000: train loss 1.7413, val loss 1.8681, iteration time 0.0294
INFO:root:step 86500: train loss 1.7765, val loss 1.8774, iteration time 0.0293
INFO:root:step 87000: train loss 1.7474, val loss 1.8847, iteration time 0.0299
INFO:root:step 87500: train loss 1.7402, val loss 1.9102, iteration time 0.0295
INFO:root:step 88000: train loss 1.7224, val loss 1.9118, iteration time 0.0304
INFO:root:step 88500: train loss 1.7172, val loss 1.8831, iteration time 0.0294
INFO:root:step 89000: train loss 1.7523, val loss 1.8757, iteration time 0.0293
INFO:root:step 89500: train loss 1.7564, val loss 1.8848, iteration time 0.0293
INFO:root:step 90000: train loss 1.7202, val loss 1.8761, iteration time 0.0292
INFO:root:step 90500: train loss 1.6702, val loss 1.8644, iteration time 0.0295
INFO:root:step 91000: train loss 1.7267, val loss 1.8692, iteration time 0.0302
INFO:root:step 91500: train loss 1.7208, val loss 1.8538, iteration time 0.0294
INFO:root:step 92000: train loss 1.7033, val loss 1.8781, iteration time 0.0293
INFO:root:step 92500: train loss 1.7100, val loss 1.9075, iteration time 0.0293
INFO:root:step 93000: train loss 1.7115, val loss 1.8488, iteration time 0.0295
INFO:root:step 93500: train loss 1.7207, val loss 1.8685, iteration time 0.0298
INFO:root:step 94000: train loss 1.7460, val loss 1.9171, iteration time 0.0294
INFO:root:step 94500: train loss 1.6907, val loss 1.8943, iteration time 0.0294
INFO:root:step 95000: train loss 1.7172, val loss 1.8552, iteration time 0.0296
INFO:root:step 95500: train loss 1.7326, val loss 1.9060, iteration time 0.0295
INFO:root:step 96000: train loss 1.7589, val loss 1.9200, iteration time 0.0294
INFO:root:step 96500: train loss 1.7254, val loss 1.9210, iteration time 0.0295
INFO:root:step 97000: train loss 1.6859, val loss 1.8697, iteration time 0.0294
INFO:root:step 97500: train loss 1.7065, val loss 1.8623, iteration time 0.0294
INFO:root:step 98000: train loss 1.6990, val loss 1.9066, iteration time 0.0294
INFO:root:step 98500: train loss 1.7387, val loss 1.8828, iteration time 0.0294
INFO:root:step 99000: train loss 1.7524, val loss 1.8767, iteration time 0.0294
INFO:root:step 99500: train loss 1.6967, val loss 1.8773, iteration time 0.0294
