DEBUG:root:Continuing training...
INFO:root:The model will run on cuda
INFO:root:step 0: train loss 1.6262, val loss 1.8053, iteration time 0.0000
INFO:root:step 78500: train loss 1.6333, val loss 1.7669, iteration time 0.0300
INFO:root:step 79000: train loss 1.6272, val loss 1.7622, iteration time 0.0302
INFO:root:step 79500: train loss 1.6448, val loss 1.8109, iteration time 0.0309
INFO:root:step 80000: train loss 1.6019, val loss 1.8099, iteration time 0.0300
INFO:root:step 80500: train loss 1.6182, val loss 1.8242, iteration time 0.0301
INFO:root:step 81000: train loss 1.5932, val loss 1.7922, iteration time 0.0304
INFO:root:step 81500: train loss 1.6151, val loss 1.7613, iteration time 0.0302
INFO:root:step 82000: train loss 1.6230, val loss 1.8507, iteration time 0.0306
INFO:root:step 82500: train loss 1.6188, val loss 1.7791, iteration time 0.0304
INFO:root:step 83000: train loss 1.6184, val loss 1.7958, iteration time 0.0301
INFO:root:step 83500: train loss 1.6404, val loss 1.7889, iteration time 0.0306
INFO:root:step 84000: train loss 1.5875, val loss 1.8236, iteration time 0.0305
INFO:root:step 84500: train loss 1.6246, val loss 1.8452, iteration time 0.0307
INFO:root:step 85000: train loss 1.6156, val loss 1.8766, iteration time 0.0311
INFO:root:step 85500: train loss 1.6047, val loss 1.8057, iteration time 0.0303
INFO:root:step 86000: train loss 1.6187, val loss 1.8548, iteration time 0.0302
INFO:root:step 86500: train loss 1.6186, val loss 1.7949, iteration time 0.0316
INFO:root:step 87000: train loss 1.6170, val loss 1.8204, iteration time 0.0313
INFO:root:step 87500: train loss 1.6550, val loss 1.7750, iteration time 0.0303
INFO:root:step 88000: train loss 1.5910, val loss 1.7847, iteration time 0.0310
INFO:root:step 88500: train loss 1.6152, val loss 1.8089, iteration time 0.0300
INFO:root:step 89000: train loss 1.6314, val loss 1.7821, iteration time 0.0310
INFO:root:step 89500: train loss 1.5999, val loss 1.8230, iteration time 0.0310
INFO:root:step 90000: train loss 1.6241, val loss 1.8132, iteration time 0.0310
INFO:root:step 90500: train loss 1.6025, val loss 1.7987, iteration time 0.0301
INFO:root:step 91000: train loss 1.6027, val loss 1.8249, iteration time 0.0314
INFO:root:step 91500: train loss 1.6146, val loss 1.8332, iteration time 0.0304
INFO:root:step 92000: train loss 1.6107, val loss 1.7815, iteration time 0.0301
INFO:root:step 92500: train loss 1.6333, val loss 1.8134, iteration time 0.0308
INFO:root:step 93000: train loss 1.6329, val loss 1.7501, iteration time 0.0323
INFO:root:step 93500: train loss 1.5943, val loss 1.8293, iteration time 0.0302
INFO:root:step 94000: train loss 1.6225, val loss 1.8170, iteration time 0.0389
INFO:root:step 94500: train loss 1.6227, val loss 1.7833, iteration time 0.0308
INFO:root:step 95000: train loss 1.6383, val loss 1.8039, iteration time 0.0307
INFO:root:step 95500: train loss 1.6250, val loss 1.8512, iteration time 0.0316
INFO:root:step 96000: train loss 1.6138, val loss 1.7907, iteration time 0.0301
INFO:root:step 96500: train loss 1.6705, val loss 1.8062, iteration time 0.0304
INFO:root:step 97000: train loss 1.6323, val loss 1.8207, iteration time 0.0309
INFO:root:step 97500: train loss 1.6241, val loss 1.7956, iteration time 0.0301
INFO:root:step 98000: train loss 1.6221, val loss 1.8040, iteration time 0.0302
INFO:root:step 98500: train loss 1.6272, val loss 1.8062, iteration time 0.0302
INFO:root:step 99000: train loss 1.6124, val loss 1.8076, iteration time 0.0301
INFO:root:step 99500: train loss 1.6262, val loss 1.7703, iteration time 0.0301
