DEBUG:root:Continuing training...
INFO:root:The model will run on cuda
INFO:root:step 0: train loss 1.6216, val loss 1.8203, iteration time 0.0000
INFO:root:step 18500: train loss 1.6250, val loss 1.8063, iteration time 0.0303
INFO:root:step 19000: train loss 1.5985, val loss 1.8001, iteration time 0.0314
INFO:root:step 19500: train loss 1.6288, val loss 1.8180, iteration time 0.0314
INFO:root:step 20000: train loss 1.6115, val loss 1.7880, iteration time 0.0314
INFO:root:step 20500: train loss 1.6347, val loss 1.8026, iteration time 0.0318
INFO:root:step 21000: train loss 1.5905, val loss 1.7640, iteration time 0.0314
INFO:root:step 21500: train loss 1.5998, val loss 1.8211, iteration time 0.0313
INFO:root:step 22000: train loss 1.6351, val loss 1.7691, iteration time 0.0303
INFO:root:step 22500: train loss 1.6468, val loss 1.8501, iteration time 0.0311
INFO:root:step 23000: train loss 1.6294, val loss 1.7791, iteration time 0.0312
INFO:root:step 23500: train loss 1.6233, val loss 1.7669, iteration time 0.0313
INFO:root:step 24000: train loss 1.6462, val loss 1.7978, iteration time 0.0317
INFO:root:step 24500: train loss 1.6000, val loss 1.7801, iteration time 0.0302
INFO:root:step 25000: train loss 1.6290, val loss 1.7857, iteration time 0.0312
INFO:root:step 25500: train loss 1.6064, val loss 1.8003, iteration time 0.0311
INFO:root:step 26000: train loss 1.5719, val loss 1.7906, iteration time 0.0313
INFO:root:step 26500: train loss 1.6001, val loss 1.7929, iteration time 0.0314
INFO:root:step 27000: train loss 1.6412, val loss 1.7679, iteration time 0.0300
INFO:root:step 27500: train loss 1.6081, val loss 1.7740, iteration time 0.0314
INFO:root:step 28000: train loss 1.6329, val loss 1.8397, iteration time 0.0359
INFO:root:step 28500: train loss 1.6309, val loss 1.8276, iteration time 0.0341
INFO:root:step 29000: train loss 1.6305, val loss 1.8069, iteration time 0.0379
INFO:root:step 29500: train loss 1.6098, val loss 1.7950, iteration time 0.0308
INFO:root:step 30000: train loss 1.5890, val loss 1.8185, iteration time 0.0321
INFO:root:step 30500: train loss 1.6196, val loss 1.7851, iteration time 0.0317
INFO:root:step 31000: train loss 1.6205, val loss 1.7856, iteration time 0.0310
INFO:root:step 31500: train loss 1.6321, val loss 1.8166, iteration time 0.0315
INFO:root:step 32000: train loss 1.6189, val loss 1.8829, iteration time 0.0319
INFO:root:step 32500: train loss 1.6018, val loss 1.8223, iteration time 0.0347
INFO:root:step 33000: train loss 1.6151, val loss 1.8346, iteration time 0.0304
INFO:root:step 33500: train loss 1.6329, val loss 1.8055, iteration time 0.0318
INFO:root:step 34000: train loss 1.6333, val loss 1.8183, iteration time 0.0339
INFO:root:step 34500: train loss 1.6152, val loss 1.7966, iteration time 0.0306
INFO:root:step 35000: train loss 1.6231, val loss 1.7935, iteration time 0.0314
INFO:root:step 35500: train loss 1.6223, val loss 1.7837, iteration time 0.0315
INFO:root:step 36000: train loss 1.6032, val loss 1.7957, iteration time 0.0316
INFO:root:step 36500: train loss 1.6262, val loss 1.7646, iteration time 0.0345
INFO:root:step 37000: train loss 1.6348, val loss 1.8287, iteration time 0.0327
INFO:root:step 37500: train loss 1.6342, val loss 1.7600, iteration time 0.0345
INFO:root:step 38000: train loss 1.6443, val loss 1.7846, iteration time 0.0325
INFO:root:step 38500: train loss 1.6152, val loss 1.8326, iteration time 0.0334
INFO:root:step 39000: train loss 1.6280, val loss 1.8091, iteration time 0.0352
INFO:root:step 39500: train loss 1.6207, val loss 1.7982, iteration time 0.0344
INFO:root:step 40000: train loss 1.6123, val loss 1.7764, iteration time 0.0336
INFO:root:step 40500: train loss 1.6196, val loss 1.8391, iteration time 0.0359
INFO:root:step 41000: train loss 1.6296, val loss 1.8186, iteration time 0.0349
INFO:root:step 41500: train loss 1.6063, val loss 1.8093, iteration time 0.0330
INFO:root:step 42000: train loss 1.6200, val loss 1.7719, iteration time 0.0342
INFO:root:step 42500: train loss 1.5888, val loss 1.8283, iteration time 0.0326
INFO:root:step 43000: train loss 1.6447, val loss 1.7745, iteration time 0.0335
INFO:root:step 43500: train loss 1.6240, val loss 1.8136, iteration time 0.0360
INFO:root:step 44000: train loss 1.6047, val loss 1.8130, iteration time 0.0351
INFO:root:step 44500: train loss 1.6258, val loss 1.8169, iteration time 0.0371
INFO:root:step 45000: train loss 1.6478, val loss 1.7960, iteration time 0.0352
INFO:root:step 45500: train loss 1.6058, val loss 1.7771, iteration time 0.0344
INFO:root:step 46000: train loss 1.6088, val loss 1.7603, iteration time 0.0334
INFO:root:step 46500: train loss 1.5920, val loss 1.8029, iteration time 0.0345
INFO:root:step 47000: train loss 1.6103, val loss 1.7623, iteration time 0.0337
INFO:root:step 47500: train loss 1.6276, val loss 1.8126, iteration time 0.0341
INFO:root:step 48000: train loss 1.6041, val loss 1.7948, iteration time 0.0350
INFO:root:step 48500: train loss 1.6071, val loss 1.7607, iteration time 0.0350
INFO:root:step 49000: train loss 1.5920, val loss 1.7687, iteration time 0.0361
INFO:root:step 49500: train loss 1.6190, val loss 1.7916, iteration time 0.0353
INFO:root:step 50000: train loss 1.6029, val loss 1.7645, iteration time 0.0345
INFO:root:step 50500: train loss 1.6189, val loss 1.8396, iteration time 0.0344
INFO:root:step 51000: train loss 1.6108, val loss 1.7928, iteration time 0.0344
INFO:root:step 51500: train loss 1.6267, val loss 1.7979, iteration time 0.0352
INFO:root:step 52000: train loss 1.6374, val loss 1.7759, iteration time 0.0340
INFO:root:step 52500: train loss 1.6399, val loss 1.7830, iteration time 0.0342
INFO:root:step 53000: train loss 1.6320, val loss 1.7651, iteration time 0.0312
INFO:root:step 53500: train loss 1.6384, val loss 1.7769, iteration time 0.0345
INFO:root:step 54000: train loss 1.6375, val loss 1.7939, iteration time 0.0338
INFO:root:step 54500: train loss 1.6249, val loss 1.7704, iteration time 0.0335
INFO:root:step 55000: train loss 1.5977, val loss 1.8015, iteration time 0.0337
INFO:root:step 55500: train loss 1.6372, val loss 1.7682, iteration time 0.0335
INFO:root:step 56000: train loss 1.5946, val loss 1.8371, iteration time 0.0348
INFO:root:step 56500: train loss 1.6423, val loss 1.7851, iteration time 0.0347
INFO:root:step 57000: train loss 1.6006, val loss 1.8088, iteration time 0.0347
INFO:root:step 57500: train loss 1.6184, val loss 1.8205, iteration time 0.0354
INFO:root:step 58000: train loss 1.6076, val loss 1.7871, iteration time 0.0349
INFO:root:step 58500: train loss 1.5839, val loss 1.7851, iteration time 0.0358
INFO:root:step 59000: train loss 1.6240, val loss 1.7799, iteration time 0.0335
INFO:root:step 59500: train loss 1.6028, val loss 1.7968, iteration time 0.0350
INFO:root:step 60000: train loss 1.6408, val loss 1.8237, iteration time 0.0330
INFO:root:step 60500: train loss 1.6152, val loss 1.7887, iteration time 0.0328
INFO:root:step 61000: train loss 1.6142, val loss 1.8009, iteration time 0.0354
INFO:root:step 61500: train loss 1.6184, val loss 1.7381, iteration time 0.0348
INFO:root:step 62000: train loss 1.6231, val loss 1.8068, iteration time 0.0354
INFO:root:step 62500: train loss 1.6174, val loss 1.7898, iteration time 0.0337
INFO:root:step 63000: train loss 1.5956, val loss 1.7659, iteration time 0.0359
INFO:root:step 63500: train loss 1.6168, val loss 1.7736, iteration time 0.0332
INFO:root:step 64000: train loss 1.6380, val loss 1.7739, iteration time 0.0336
INFO:root:step 64500: train loss 1.6118, val loss 1.8183, iteration time 0.0335
INFO:root:step 65000: train loss 1.6257, val loss 1.7786, iteration time 0.0324
INFO:root:step 65500: train loss 1.6247, val loss 1.7906, iteration time 0.0333
INFO:root:step 66000: train loss 1.6137, val loss 1.7855, iteration time 0.0357
INFO:root:step 66500: train loss 1.5790, val loss 1.8041, iteration time 0.0348
INFO:root:step 67000: train loss 1.6138, val loss 1.7966, iteration time 0.0338
INFO:root:step 67500: train loss 1.5936, val loss 1.8250, iteration time 0.0365
INFO:root:step 68000: train loss 1.6440, val loss 1.7889, iteration time 0.0332
INFO:root:step 68500: train loss 1.5894, val loss 1.8428, iteration time 0.0320
INFO:root:step 69000: train loss 1.6071, val loss 1.7818, iteration time 0.0315
INFO:root:step 69500: train loss 1.5915, val loss 1.7676, iteration time 0.0313
INFO:root:step 70000: train loss 1.5912, val loss 1.7529, iteration time 0.0314
INFO:root:step 70500: train loss 1.6372, val loss 1.7924, iteration time 0.0313
INFO:root:step 71000: train loss 1.6415, val loss 1.8057, iteration time 0.0313
INFO:root:step 71500: train loss 1.6117, val loss 1.7916, iteration time 0.0321
INFO:root:step 72000: train loss 1.6233, val loss 1.8281, iteration time 0.0314
INFO:root:step 72500: train loss 1.6042, val loss 1.7827, iteration time 0.0317
INFO:root:step 73000: train loss 1.6138, val loss 1.7795, iteration time 0.0315
INFO:root:step 73500: train loss 1.6098, val loss 1.8017, iteration time 0.0314
INFO:root:step 74000: train loss 1.6298, val loss 1.7623, iteration time 0.0313
INFO:root:step 74500: train loss 1.6169, val loss 1.8162, iteration time 0.0314
INFO:root:step 75000: train loss 1.6525, val loss 1.7677, iteration time 0.0314
INFO:root:step 75500: train loss 1.6184, val loss 1.7762, iteration time 0.0314
INFO:root:step 76000: train loss 1.6031, val loss 1.8449, iteration time 0.0316
INFO:root:step 76500: train loss 1.6349, val loss 1.7849, iteration time 0.0314
INFO:root:step 77000: train loss 1.5839, val loss 1.7680, iteration time 0.0314
INFO:root:step 77500: train loss 1.6031, val loss 1.8006, iteration time 0.0314
INFO:root:step 78000: train loss 1.6529, val loss 1.8050, iteration time 0.0312
INFO:root:step 78500: train loss 1.5948, val loss 1.7974, iteration time 0.0318
INFO:root:step 79000: train loss 1.6070, val loss 1.7833, iteration time 0.0315
INFO:root:step 79500: train loss 1.5905, val loss 1.8116, iteration time 0.0320
INFO:root:step 80000: train loss 1.6112, val loss 1.7908, iteration time 0.0314
INFO:root:step 80500: train loss 1.6269, val loss 1.8283, iteration time 0.0317
INFO:root:step 81000: train loss 1.6122, val loss 1.8106, iteration time 0.0315
INFO:root:step 81500: train loss 1.6100, val loss 1.7796, iteration time 0.0315
INFO:root:step 82000: train loss 1.6209, val loss 1.8128, iteration time 0.0321
INFO:root:step 82500: train loss 1.5960, val loss 1.7728, iteration time 0.0322
INFO:root:step 83000: train loss 1.6105, val loss 1.7745, iteration time 0.0315
INFO:root:step 83500: train loss 1.6019, val loss 1.7803, iteration time 0.0314
INFO:root:step 84000: train loss 1.6108, val loss 1.7856, iteration time 0.0334
INFO:root:step 84500: train loss 1.6200, val loss 1.7957, iteration time 0.0323
INFO:root:step 85000: train loss 1.6004, val loss 1.8135, iteration time 0.0313
INFO:root:step 85500: train loss 1.5983, val loss 1.7934, iteration time 0.0314
INFO:root:step 86000: train loss 1.6253, val loss 1.7880, iteration time 0.0313
INFO:root:step 86500: train loss 1.6162, val loss 1.8181, iteration time 0.0314
INFO:root:step 87000: train loss 1.6240, val loss 1.8086, iteration time 0.0315
INFO:root:step 87500: train loss 1.6098, val loss 1.7935, iteration time 0.0320
INFO:root:step 88000: train loss 1.6025, val loss 1.7773, iteration time 0.0313
INFO:root:step 88500: train loss 1.5975, val loss 1.8108, iteration time 0.0316
INFO:root:step 89000: train loss 1.5909, val loss 1.8141, iteration time 0.0313
INFO:root:step 89500: train loss 1.6299, val loss 1.7976, iteration time 0.0313
INFO:root:step 90000: train loss 1.6248, val loss 1.8067, iteration time 0.0318
INFO:root:step 90500: train loss 1.6105, val loss 1.7848, iteration time 0.0315
INFO:root:step 91000: train loss 1.5984, val loss 1.7703, iteration time 0.0318
INFO:root:step 91500: train loss 1.6097, val loss 1.7872, iteration time 0.0316
INFO:root:step 92000: train loss 1.6011, val loss 1.8012, iteration time 0.0315
INFO:root:step 92500: train loss 1.5962, val loss 1.8109, iteration time 0.0314
INFO:root:step 93000: train loss 1.5858, val loss 1.7674, iteration time 0.0317
INFO:root:step 93500: train loss 1.6128, val loss 1.7860, iteration time 0.0315
INFO:root:step 94000: train loss 1.6146, val loss 1.7861, iteration time 0.0325
INFO:root:step 94500: train loss 1.6241, val loss 1.8166, iteration time 0.0327
INFO:root:step 95000: train loss 1.6188, val loss 1.8035, iteration time 0.0316
INFO:root:step 95500: train loss 1.6337, val loss 1.7845, iteration time 0.0319
INFO:root:step 96000: train loss 1.6308, val loss 1.7727, iteration time 0.0318
INFO:root:step 96500: train loss 1.6231, val loss 1.8188, iteration time 0.0316
INFO:root:step 97000: train loss 1.6138, val loss 1.8027, iteration time 0.0315
INFO:root:step 97500: train loss 1.6181, val loss 1.8049, iteration time 0.0314
INFO:root:step 98000: train loss 1.6107, val loss 1.8253, iteration time 0.0317
INFO:root:step 98500: train loss 1.6174, val loss 1.7944, iteration time 0.0314
INFO:root:step 99000: train loss 1.5905, val loss 1.8088, iteration time 0.0334
INFO:root:step 99500: train loss 1.5951, val loss 1.8102, iteration time 0.0319
